T,FK-3kW,FX-400,FX-1000
6922,0.099,0.074219,0.1086955
6923,0.099,0.088281,0.1086955
6924,0.099,0.088281,0.121739
6925,0.099,0.088281,0.1086955
6926,0.099,0.088281,0.1086955
6927,0.099,0.074219,0.1086955
6928,0.099,0.074219,0.1086955
6929,0.058,0.074219,0.0913045
6930,0.058,0.061719,0.0913045
6931,0.058,0.061719,0.0913045
6932,0.058,0.061719,0.0913045
6933,0.058,0.061719,0.0913045
6934,0.058,0.061719,0.0913045
6935,0.058,0.061719,0.0913045
6936,0.058,0.050781,0.076087
6937,0.058,0.050781,0.0652175
6938,0.0305,0.039062,0.0652175
6939,0.0305,0.028125,0.058696
6940,0.0305,0.028125,0.052174
6941,0.0305,0.028125,0.052174
6942,0.0305,0.021094,0.052174
6943,0.0305,0.021094,0.052174
6944,0.02,0.015625,0.047826
6945,0.02,0.015625,0.047826
6946,0.02,0.015625,0.047826
6947,0.02,0.015625,0.047826
6948,0.02,0.011719,0.043478
6949,0,0.009375,0.043478
6950,0,0.009375,0.0369565
6951,0,0.00625,0.0369565
6952,0,0.00625,0.0369565
6953,0,0.009375,0.0369565
6954,0.02,0.011719,0.043478
6955,0.02,0.015625,0.047826
6956,0.02,0.015625,0.047826
6957,0.02,0.015625,0.047826
6958,0.02,0.015625,0.047826
6959,0.02,0.011719,0.043478
6960,0.02,0.015625,0.047826
6961,0.0305,0.021094,0.052174
6962,0.0305,0.021094,0.052174
6963,0.0305,0.028125,0.058696
6964,0.0305,0.028125,0.058696
6965,0.0305,0.028125,0.058696
6966,0.0305,0.028125,0.058696
6967,0.0305,0.028125,0.058696
6968,0.0305,0.039062,0.0652175
6969,0.058,0.050781,0.0652175
6970,0.058,0.050781,0.0652175
6971,0.058,0.050781,0.0652175
6972,0.0305,0.039062,0.0652175
6973,0.0305,0.028125,0.058696
6974,0.0305,0.028125,0.058696
6975,0.0305,0.021094,0.052174
6976,0,0.009375,0.043478
6977,0,0.004688,0.021739
6978,0,0.0039065,0
6979,0,0,0
6980,0,0,0
6981,0,0.0039065,0
6982,0,0.004688,0.021739
6983,0,0.00625,0.030435
6984,0.02,0.011719,0.043478
6985,0.02,0.015625,0.047826
6986,0.0305,0.028125,0.052174
6987,0.0305,0.028125,0.058696
6988,0.0305,0.028125,0.058696
6989,0.0305,0.039062,0.0652175
6990,0.058,0.050781,0.0652175
6991,0.058,0.050781,0.0652175
6992,0.058,0.050781,0.0652175
6993,0.058,0.050781,0.0652175
6994,0.0305,0.039062,0.0652175
6995,0.0305,0.039062,0.0652175
6996,0.0305,0.028125,0.058696
6997,0.0305,0.021094,0.052174
6998,0.02,0.011719,0.043478
6999,0.02,0.011719,0.043478
7000,0,0.009375,0.043478
7001,0.02,0.011719,0.043478
7002,0.0305,0.028125,0.052174
7003,0.058,0.050781,0.076087
7004,0.099,0.088281,0.121739
7005,0.1435,0.1359375,0.204348
7006,0.208,0.175,0.2456525
7007,0.2895,0.1875,0.3
7008,0.2895,0.1875,0.3
7009,0.2895,0.1875,0.3
7010,0.2895,0.1875,0.3
7011,0.2895,0.1875,0.3
7012,0.208,0.175,0.2717395
7013,0.208,0.175,0.2717395
7014,0.208,0.175,0.2717395
7015,0.208,0.175,0.2717395
7016,0.2895,0.1875,0.3
7017,0.208,0.175,0.2717395
7018,0.208,0.175,0.2717395
7019,0.208,0.175,0.2717395
7020,0.208,0.175,0.2717395
7021,0.208,0.175,0.2456525
7022,0.208,0.175,0.2456525
7023,0.208,0.175,0.2456525
7024,0.208,0.175,0.2717395
7025,0.208,0.175,0.2456525
7026,0.208,0.163281,0.2456525
7027,0.208,0.163281,0.2456525
7028,0.208,0.163281,0.2456525
7029,0.208,0.175,0.2456525
7030,0.208,0.175,0.2717395
7031,0.208,0.175,0.2717395
7032,0.208,0.175,0.2717395
7033,0.208,0.175,0.2717395
7034,0.208,0.163281,0.2456525
7035,0.208,0.163281,0.2217395
7036,0.1435,0.1359375,0.204348
7037,0.1435,0.121875,0.1695655
7038,0.099,0.100781,0.1326085
7039,0.099,0.088281,0.1086955
7040,0.099,0.088281,0.1086955
7041,0.099,0.088281,0.121739
7042,0.099,0.088281,0.121739
7043,0.099,0.088281,0.1086955
7044,0.099,0.074219,0.1086955
7045,0.058,0.061719,0.0913045
7046,0.058,0.050781,0.0652175
7047,0.0305,0.028125,0.058696
7048,0.0305,0.028125,0.052174
7049,0.02,0.015625,0.047826
7050,0,0.009375,0.043478
7051,0,0.004688,0.030435
7052,0,0.004688,0.021739
7053,0,0.003125,0
7054,0,0,0
7055,0,0,0
7056,0,0,0
7057,0,0,0
7058,0,0.0039065,0
7059,0,0.004688,0
7060,0,0.004688,0.021739
7061,0,0.004688,0.030435
7062,0,0.00625,0.0369565
7063,0.02,0.011719,0.043478
7064,0.02,0.015625,0.047826
7065,0.0305,0.028125,0.052174
7066,0.0305,0.039062,0.0652175
7067,0.058,0.050781,0.076087
7068,0.058,0.061719,0.0913045
7069,0.058,0.061719,0.0913045
7070,0.058,0.074219,0.0913045
7071,0.099,0.088281,0.1086955
7072,0.099,0.100781,0.1326085
7073,0.099,0.1109375,0.15
7074,0.099,0.100781,0.1326085
7075,0.058,0.050781,0.076087
7076,0.02,0.015625,0.047826
7077,0,0.00625,0.030435
7078,0,0.004688,0.021739
7079,0,0.003125,0
7080,0,0,0
7081,0,0,0
7082,0,0.0039065,0
7083,0,0.004688,0.021739
7084,0,0.004688,0.030435
7085,0,0.009375,0.0369565
7086,0.02,0.011719,0.043478
7087,0.02,0.011719,0.043478
7088,0.02,0.015625,0.047826
7089,0.0305,0.021094,0.052174
7090,0.0305,0.028125,0.058696
7091,0.058,0.050781,0.0652175
7092,0.058,0.050781,0.076087
7093,0.058,0.050781,0.076087
7094,0.058,0.050781,0.0652175
7095,0.0305,0.039062,0.0652175
7096,0.0305,0.039062,0.0652175
7097,0.0305,0.028125,0.058696
7098,0.0305,0.028125,0.052174
7099,0.0305,0.021094,0.052174
7100,0.0305,0.021094,0.052174
7101,0.02,0.015625,0.047826
7102,0.02,0.011719,0.043478
7103,0.02,0.011719,0.043478
7104,0,0.009375,0.0369565
7105,0,0.00625,0.0369565
7106,0,0.009375,0.043478
7107,0.02,0.015625,0.047826
7108,0.058,0.050781,0.0652175
7109,0.099,0.074219,0.1086955
7110,0.099,0.088281,0.1086955
7111,0.058,0.074219,0.0913045
7112,0.058,0.050781,0.0652175
7113,0.058,0.050781,0.0652175
7114,0.058,0.050781,0.0652175
7115,0.058,0.061719,0.0913045
7116,0.058,0.061719,0.0913045
7117,0.058,0.050781,0.0652175
7118,0.0305,0.028125,0.058696
7119,0.0305,0.028125,0.058696
7120,0.0305,0.028125,0.058696
7121,0.058,0.050781,0.0652175
7122,0.058,0.074219,0.0913045
7123,0.099,0.088281,0.1086955
7124,0.099,0.100781,0.1326085
7125,0.099,0.100781,0.1326085
7126,0.099,0.088281,0.1086955
7127,0.058,0.061719,0.0913045
7128,0.0305,0.039062,0.0652175
7129,0.0305,0.028125,0.058696
7130,0.0305,0.028125,0.058696
7131,0.0305,0.028125,0.058696
7132,0.058,0.050781,0.076087
7133,0.099,0.074219,0.1086955
7134,0.099,0.1109375,0.15
7135,0.1435,0.121875,0.1695655
7136,0.1435,0.1359375,0.204348
7137,0.208,0.150781,0.204348
7138,0.208,0.150781,0.204348
7139,0.1435,0.1359375,0.204348
7140,0.099,0.1109375,0.15
7141,0.058,0.061719,0.0913045
7142,0.0305,0.028125,0.058696
7143,0.0305,0.021094,0.052174
7144,0.02,0.015625,0.047826
7145,0.02,0.011719,0.043478
7146,0.02,0.011719,0.043478
7147,0.02,0.011719,0.043478
7148,0.02,0.011719,0.043478
7149,0,0.009375,0.043478
7150,0,0.00625,0.0369565
7151,0,0.004688,0.030435
7152,0,0.004688,0.021739
7153,0,0.004688,0.021739
7154,0,0.004688,0.021739
7155,0,0.004688,0
7156,0,0.004688,0
7157,0,0.004688,0
7158,0,0.004688,0.021739
7159,0,0.004688,0.030435
7160,0,0.00625,0.0369565
7161,0.02,0.011719,0.043478
7162,0.02,0.015625,0.047826
7163,0.02,0.015625,0.047826
7164,0.02,0.015625,0.047826
7165,0.02,0.011719,0.043478
7166,0.02,0.011719,0.043478
7167,0,0.009375,0.043478
7168,0.02,0.011719,0.043478
7169,0.02,0.015625,0.047826
7170,0.02,0.015625,0.047826
7171,0.02,0.015625,0.047826
7172,0.02,0.015625,0.047826
7173,0.02,0.015625,0.047826
7174,0.02,0.015625,0.047826
7175,0.02,0.015625,0.047826
7176,0.0305,0.028125,0.052174
7177,0.0305,0.028125,0.058696
7178,0.0305,0.028125,0.058696
7179,0.0305,0.028125,0.058696
7180,0.0305,0.028125,0.058696
7181,0.0305,0.028125,0.058696
7182,0.0305,0.028125,0.052174
7183,0.0305,0.021094,0.052174
7184,0.02,0.015625,0.047826
7185,0.02,0.015625,0.047826
7186,0.0305,0.021094,0.052174
7187,0.0305,0.021094,0.052174
7188,0.0305,0.028125,0.052174
7189,0.0305,0.021094,0.052174
7190,0.0305,0.028125,0.052174
7191,0.0305,0.028125,0.058696
7192,0.0305,0.028125,0.058696
7193,0.0305,0.028125,0.058696
7194,0.0305,0.028125,0.058696
7195,0.0305,0.028125,0.058696
7196,0.0305,0.028125,0.058696
7197,0.058,0.050781,0.0652175
7198,0.058,0.074219,0.0913045
7199,0.099,0.100781,0.1326085
7200,0.1435,0.1359375,0.204348
7201,0.208,0.175,0.2717395
7202,0.2895,0.215625,0.3847825
7203,0.3715,0.2414065,0.4739135
7204,0.6275,0.270312,0.5956525
7205,0.6275,0.2960935,0.6608695
7206,0.815,0.3125,0.726087
7207,0.815,0.3289065,0.7565215
7208,0.815,0.3289065,0.7869565
7209,0.815,0.3289065,0.7565215
7210,0.815,0.3125,0.726087
7211,0.6275,0.282812,0.6608695
7212,0.4705,0.270312,0.5673915
7213,0.4705,0.2414065,0.4978265
7214,0.3715,0.228125,0.4173915
7215,0.2895,0.2015625,0.3565215
7216,0.2895,0.1875,0.3
7217,0.2895,0.2015625,0.3282605
7218,0.2895,0.215625,0.3847825
7219,0.3715,0.215625,0.3847825
7220,0.3715,0.228125,0.4173915
7221,0.3715,0.228125,0.4478265
7222,0.3715,0.228125,0.4478265
7223,0.3715,0.228125,0.4173915
7224,0.3715,0.228125,0.4173915
7225,0.3715,0.215625,0.3847825
7226,0.2895,0.2015625,0.3565215
7227,0.2895,0.2015625,0.3282605
7228,0.2895,0.1875,0.3
7229,0.2895,0.1875,0.3
7230,0.2895,0.2015625,0.3282605
7231,0.2895,0.2015625,0.3565215
7232,0.2895,0.215625,0.3847825
7233,0.3715,0.215625,0.3847825
7234,0.3715,0.215625,0.3847825
7235,0.3715,0.215625,0.3847825
7236,0.3715,0.215625,0.3847825
7237,0.3715,0.215625,0.3847825
7238,0.3715,0.215625,0.3847825
7239,0.3715,0.215625,0.3847825
7240,0.2895,0.215625,0.3847825
7241,0.2895,0.215625,0.3847825
7242,0.2895,0.215625,0.3847825
7243,0.2895,0.215625,0.3847825
7244,0.2895,0.215625,0.3847825
7245,0.3715,0.215625,0.3847825
7246,0.3715,0.228125,0.4173915
7247,0.3715,0.228125,0.4173915
7248,0.3715,0.228125,0.4173915
7249,0.3715,0.215625,0.3847825
7250,0.2895,0.2015625,0.3565215
7251,0.2895,0.2015625,0.3282605
7252,0.2895,0.2015625,0.3282605
7253,0.2895,0.215625,0.3847825
7254,0.3715,0.228125,0.4173915
7255,0.3715,0.2414065,0.4739135
7256,0.4705,0.25625,0.530435
7257,0.4705,0.25625,0.5673915
7258,0.4705,0.25625,0.5673915
7259,0.4705,0.25625,0.530435
7260,0.4705,0.2414065,0.4978265
7261,0.3715,0.2414065,0.4739135
7262,0.3715,0.215625,0.3847825
7263,0.2895,0.2015625,0.3565215
7264,0.2895,0.1875,0.3
7265,0.208,0.175,0.2456525
7266,0.208,0.163281,0.2217395
7267,0.1435,0.1359375,0.204348
7268,0.1435,0.1359375,0.204348
7269,0.1435,0.121875,0.1695655
7270,0.099,0.088281,0.1086955
7271,0.058,0.061719,0.0913045
7272,0.058,0.061719,0.0913045
7273,0.099,0.088281,0.1086955
7274,0.099,0.1109375,0.15
7275,0.1435,0.1359375,0.1891305
7276,0.208,0.163281,0.2217395
7277,0.208,0.175,0.2456525
7278,0.208,0.175,0.2717395
7279,0.2895,0.1875,0.3
7280,0.2895,0.2015625,0.3565215
7281,0.3715,0.215625,0.3847825
7282,0.3715,0.228125,0.4173915
7283,0.3715,0.228125,0.4173915
7284,0.2895,0.215625,0.3847825
7285,0.2895,0.2015625,0.3282605
7286,0.208,0.175,0.2717395
7287,0.208,0.150781,0.204348
7288,0.1435,0.1359375,0.1891305
7289,0.099,0.1109375,0.15
7290,0.099,0.100781,0.1326085
7291,0.099,0.088281,0.121739
7292,0.099,0.100781,0.1326085
7293,0.099,0.1109375,0.15
7294,0.1435,0.121875,0.1695655
7295,0.1435,0.1359375,0.204348
7296,0.208,0.163281,0.2217395
7297,0.208,0.175,0.2717395
7298,0.2895,0.2015625,0.3565215
7299,0.3715,0.215625,0.3847825
7300,0.3715,0.228125,0.4173915
7301,0.3715,0.228125,0.4173915
7302,0.3715,0.2414065,0.4739135
7303,0.4705,0.2414065,0.4978265
7304,0.4705,0.2414065,0.4978265
7305,0.4705,0.2414065,0.4978265
7306,0.3715,0.2414065,0.4739135
7307,0.3715,0.228125,0.4478265
7308,0.3715,0.228125,0.4173915
7309,0.2895,0.215625,0.3847825
7310,0.2895,0.2015625,0.3282605
7311,0.2895,0.1875,0.3
7312,0.2895,0.1875,0.3
7313,0.2895,0.1875,0.3
7314,0.2895,0.1875,0.3
7315,0.2895,0.1875,0.3
7316,0.2895,0.1875,0.3
7317,0.2895,0.1875,0.3
7318,0.208,0.175,0.2717395
7319,0.208,0.175,0.2456525
7320,0.208,0.163281,0.2456525
7321,0.208,0.163281,0.2456525
7322,0.208,0.163281,0.2456525
7323,0.208,0.163281,0.2456525
7324,0.208,0.175,0.2456525
7325,0.208,0.175,0.2717395
7326,0.2895,0.1875,0.3
7327,0.2895,0.1875,0.3
7328,0.2895,0.1875,0.3
7329,0.208,0.175,0.2717395
7330,0.208,0.175,0.2456525
7331,0.208,0.163281,0.2217395
7332,0.1435,0.1359375,0.204348
7333,0.1435,0.121875,0.1695655
7334,0.1435,0.121875,0.1695655
7335,0.099,0.1109375,0.15
7336,0.1435,0.121875,0.1695655
7337,0.1435,0.121875,0.1695655
7338,0.1435,0.1359375,0.1891305
7339,0.1435,0.1359375,0.204348
7340,0.208,0.150781,0.204348
7341,0.208,0.163281,0.2217395
7342,0.208,0.163281,0.2217395
7343,0.208,0.163281,0.2456525
7344,0.208,0.163281,0.2456525
7345,0.208,0.163281,0.2456525
7346,0.208,0.163281,0.2456525
7347,0.208,0.163281,0.2456525
7348,0.208,0.163281,0.2456525
7349,0.208,0.163281,0.2456525
7350,0.208,0.163281,0.2456525
7351,0.208,0.163281,0.2456525
7352,0.208,0.163281,0.2456525
7353,0.208,0.163281,0.2217395
7354,0.208,0.163281,0.2217395
7355,0.208,0.163281,0.2456525
7356,0.208,0.163281,0.2456525
7357,0.208,0.163281,0.2456525
7358,0.208,0.163281,0.2456525
7359,0.208,0.163281,0.2217395
7360,0.208,0.163281,0.2456525
7361,0.208,0.175,0.2456525
7362,0.208,0.175,0.2717395
7363,0.2895,0.1875,0.3
7364,0.2895,0.1875,0.3
7365,0.2895,0.2015625,0.3282605
7366,0.2895,0.2015625,0.3565215
7367,0.2895,0.2015625,0.3565215
7368,0.2895,0.215625,0.3847825
7369,0.2895,0.215625,0.3847825
7370,0.3715,0.215625,0.3847825
7371,0.3715,0.215625,0.3847825
7372,0.3715,0.228125,0.4173915
7373,0.3715,0.215625,0.3847825
7374,0.2895,0.215625,0.3847825
7375,0.2895,0.2015625,0.3565215
7376,0.2895,0.1875,0.3
7377,0.2895,0.1875,0.3
7378,0.208,0.175,0.2717395
7379,0.208,0.175,0.2717395
7380,0.2895,0.1875,0.3
7381,0.2895,0.1875,0.3
7382,0.2895,0.1875,0.3
7383,0.2895,0.1875,0.3
7384,0.2895,0.1875,0.3
7385,0.2895,0.1875,0.3
7386,0.2895,0.1875,0.3
7387,0.2895,0.2015625,0.3282605
7388,0.2895,0.2015625,0.3282605
7389,0.2895,0.2015625,0.3565215
7390,0.2895,0.2015625,0.3565215
7391,0.2895,0.2015625,0.3565215
7392,0.2895,0.2015625,0.3565215
7393,0.2895,0.2015625,0.3282605
7394,0.2895,0.2015625,0.3282605
7395,0.2895,0.2015625,0.3282605
7396,0.2895,0.2015625,0.3282605
7397,0.2895,0.2015625,0.3565215
7398,0.2895,0.215625,0.3847825
7399,0.3715,0.215625,0.3847825
7400,0.3715,0.215625,0.3847825
7401,0.3715,0.215625,0.3847825
7402,0.3715,0.215625,0.3847825
7403,0.3715,0.228125,0.4173915
7404,0.3715,0.228125,0.4173915
7405,0.3715,0.228125,0.4173915
7406,0.3715,0.228125,0.4173915
7407,0.3715,0.228125,0.4478265
7408,0.3715,0.2414065,0.4739135
7409,0.3715,0.228125,0.4478265
7410,0.3715,0.215625,0.3847825
7411,0.2895,0.215625,0.3847825
7412,0.2895,0.215625,0.3847825
7413,0.3715,0.215625,0.3847825
7414,0.3715,0.228125,0.4173915
7415,0.4705,0.2414065,0.4978265
7416,0.4705,0.270312,0.5673915
7417,0.6275,0.282812,0.6608695
7418,0.815,0.3125,0.726087
7419,0.815,0.3289065,0.7869565
7420,0.992,0.3539065,0.8195655
7421,1.1965,0.364844,0.85
7422,1.1965,0.374219,0.873913
7423,1.1965,0.374219,0.873913
7424,1.1965,0.374219,0.873913
7425,1.1965,0.364844,0.873913
7426,1.1965,0.364844,0.85
7427,1.1965,0.364844,0.85
7428,0.992,0.3539065,0.85
7429,0.992,0.3539065,0.8195655
7430,0.992,0.3414065,0.7869565
7431,0.815,0.3289065,0.7565215
7432,0.815,0.3125,0.726087
7433,0.6275,0.3125,0.6934785
7434,0.6275,0.282812,0.6608695
7435,0.6275,0.282812,0.6608695
7436,0.6275,0.282812,0.6608695
7437,0.6275,0.282812,0.6608695
7438,0.6275,0.2960935,0.6608695
7439,0.6275,0.3125,0.6934785
7440,0.815,0.3125,0.726087
7441,0.815,0.3289065,0.7565215
7442,0.815,0.3289065,0.7869565
7443,0.992,0.3414065,0.7869565
7444,0.992,0.3414065,0.8195655
7445,0.992,0.3414065,0.8195655
7446,0.992,0.3414065,0.7869565
7447,0.815,0.3289065,0.7869565
7448,0.815,0.3125,0.726087
7449,0.6275,0.3125,0.6934785
7450,0.6275,0.282812,0.626087
7451,0.4705,0.25625,0.5673915
7452,0.3715,0.2414065,0.4739135
7453,0.3715,0.228125,0.4173915
7454,0.3715,0.228125,0.4478265
7455,0.3715,0.2414065,0.4739135
7456,0.4705,0.2414065,0.4978265
7457,0.4705,0.25625,0.530435
7458,0.4705,0.25625,0.530435
7459,0.4705,0.25625,0.5673915
7460,0.4705,0.270312,0.5673915
7461,0.6275,0.270312,0.5956525
7462,0.6275,0.270312,0.5956525
7463,0.6275,0.270312,0.5956525
7464,0.6275,0.282812,0.626087
7465,0.6275,0.282812,0.6608695
7466,0.6275,0.282812,0.6608695
7467,0.6275,0.2960935,0.6608695
7468,0.6275,0.3125,0.6934785
7469,0.815,0.3125,0.726087
7470,0.815,0.3125,0.726087
7471,0.815,0.3289065,0.7565215
7472,0.815,0.3289065,0.7565215
7473,0.815,0.3125,0.726087
7474,0.6275,0.2960935,0.6608695
7475,0.6275,0.282812,0.626087
7476,0.4705,0.25625,0.5673915
7477,0.3715,0.2414065,0.4739135
7478,0.3715,0.228125,0.4478265
7479,0.3715,0.228125,0.4478265
7480,0.3715,0.2414065,0.4739135
7481,0.4705,0.2414065,0.4978265
7482,0.4705,0.25625,0.530435
7483,0.4705,0.25625,0.530435
7484,0.4705,0.25625,0.530435
7485,0.4705,0.25625,0.530435
7486,0.4705,0.25625,0.530435
7487,0.4705,0.25625,0.530435
7488,0.4705,0.25625,0.530435
7489,0.4705,0.25625,0.5673915
7490,0.4705,0.270312,0.5673915
7491,0.6275,0.270312,0.5956525
7492,0.6275,0.270312,0.5956525
7493,0.6275,0.282812,0.626087
7494,0.6275,0.270312,0.5956525
7495,0.4705,0.270312,0.5673915
7496,0.4705,0.25625,0.530435
7497,0.4705,0.2414065,0.4978265
7498,0.4705,0.2414065,0.4978265
7499,0.4705,0.25625,0.5673915
7500,0.6275,0.270312,0.5956525
7501,0.6275,0.270312,0.5956525
7502,0.4705,0.270312,0.5673915
7503,0.4705,0.25625,0.530435
7504,0.4705,0.2414065,0.4978265
7505,0.3715,0.228125,0.4478265
7506,0.3715,0.215625,0.3847825
7507,0.2895,0.215625,0.3847825
7508,0.2895,0.2015625,0.3565215
7509,0.2895,0.2015625,0.3565215
7510,0.2895,0.2015625,0.3565215
7511,0.2895,0.2015625,0.3565215
7512,0.3715,0.215625,0.3847825
7513,0.3715,0.228125,0.4478265
7514,0.3715,0.228125,0.4478265
7515,0.3715,0.2414065,0.4739135
7516,0.3715,0.2414065,0.4739135
7517,0.3715,0.228125,0.4478265
7518,0.3715,0.215625,0.3847825
7519,0.2895,0.215625,0.3847825
7520,0.2895,0.215625,0.3847825
7521,0.2895,0.215625,0.3847825
7522,0.3715,0.215625,0.3847825
7523,0.3715,0.228125,0.4173915
7524,0.3715,0.228125,0.4478265
7525,0.3715,0.228125,0.4478265
7526,0.3715,0.228125,0.4173915
7527,0.3715,0.228125,0.4173915
7528,0.3715,0.228125,0.4173915
7529,0.3715,0.228125,0.4173915
7530,0.3715,0.228125,0.4173915
7531,0.3715,0.228125,0.4173915
7532,0.3715,0.215625,0.3847825
7533,0.3715,0.215625,0.3847825
7534,0.3715,0.215625,0.3847825
7535,0.2895,0.215625,0.3847825
7536,0.2895,0.215625,0.3847825
7537,0.2895,0.2015625,0.3565215
7538,0.2895,0.2015625,0.3282605
7539,0.2895,0.1875,0.3
7540,0.208,0.175,0.2717395
7541,0.208,0.175,0.2717395
7542,0.2895,0.1875,0.3
7543,0.2895,0.2015625,0.3282605
7544,0.2895,0.2015625,0.3565215
7545,0.3715,0.215625,0.3847825
7546,0.3715,0.228125,0.4173915
7547,0.3715,0.215625,0.3847825
7548,0.2895,0.2015625,0.3565215
7549,0.2895,0.1875,0.3
7550,0.208,0.175,0.2456525
7551,0.208,0.163281,0.2217395
7552,0.208,0.163281,0.2217395
7553,0.208,0.163281,0.2217395
7554,0.208,0.163281,0.2456525
7555,0.208,0.163281,0.2456525
7556,0.208,0.150781,0.204348
7557,0.1435,0.1359375,0.204348
7558,0.1435,0.1359375,0.1891305
7559,0.1435,0.1359375,0.1891305
7560,0.1435,0.1359375,0.1891305
7561,0.1435,0.1359375,0.204348
7562,0.1435,0.1359375,0.204348
7563,0.208,0.150781,0.204348
7564,0.208,0.150781,0.204348
7565,0.1435,0.1359375,0.204348
7566,0.1435,0.1359375,0.1891305
7567,0.1435,0.121875,0.1695655
7568,0.1435,0.121875,0.1695655
7569,0.1435,0.121875,0.1695655
7570,0.1435,0.121875,0.1695655
7571,0.1435,0.1359375,0.1891305
7572,0.1435,0.1359375,0.204348
7573,0.1435,0.1359375,0.204348
7574,0.1435,0.1359375,0.204348
7575,0.1435,0.1359375,0.204348
7576,0.208,0.150781,0.204348
7577,0.208,0.150781,0.204348
7578,0.208,0.163281,0.2217395
7579,0.208,0.163281,0.2456525
7580,0.208,0.175,0.2456525
7581,0.208,0.175,0.2456525
7582,0.208,0.163281,0.2456525
7583,0.208,0.163281,0.2217395
7584,0.208,0.150781,0.204348
7585,0.1435,0.1359375,0.204348
7586,0.208,0.150781,0.204348
7587,0.208,0.150781,0.204348
7588,0.208,0.163281,0.2217395
7589,0.208,0.163281,0.2217395
7590,0.208,0.163281,0.2456525
7591,0.208,0.163281,0.2217395
7592,0.208,0.163281,0.2217395
7593,0.208,0.150781,0.204348
7594,0.1435,0.1359375,0.1891305
7595,0.1435,0.121875,0.1695655
7596,0.099,0.088281,0.1086955
7597,0.058,0.061719,0.0913045
7598,0.0305,0.039062,0.0652175
7599,0.0305,0.028125,0.058696
7600,0.0305,0.028125,0.052174
7601,0.0305,0.028125,0.058696
7602,0.058,0.050781,0.076087
7603,0.099,0.088281,0.1086955
7604,0.099,0.100781,0.1326085
7605,0.099,0.1109375,0.15
7606,0.099,0.100781,0.1326085
7607,0.099,0.088281,0.1086955
7608,0.058,0.074219,0.0913045
7609,0.058,0.074219,0.0913045
7610,0.099,0.074219,0.1086955
7611,0.099,0.088281,0.121739
7612,0.099,0.100781,0.1326085
7613,0.099,0.1109375,0.15
7614,0.099,0.1109375,0.15
7615,0.099,0.100781,0.1326085
7616,0.099,0.088281,0.121739
7617,0.099,0.088281,0.1086955
7618,0.099,0.088281,0.1086955
7619,0.099,0.088281,0.1086955
7620,0.099,0.074219,0.1086955
7621,0.058,0.074219,0.0913045
7622,0.058,0.074219,0.0913045
7623,0.058,0.061719,0.0913045
7624,0.058,0.050781,0.076087
7625,0.058,0.061719,0.0913045
7626,0.058,0.074219,0.0913045
7627,0.099,0.074219,0.1086955
7628,0.099,0.074219,0.1086955
7629,0.058,0.074219,0.0913045
7630,0.058,0.050781,0.0652175
7631,0.0305,0.028125,0.058696
7632,0.0305,0.021094,0.052174
7633,0.0305,0.021094,0.052174
7634,0.0305,0.028125,0.058696
7635,0.058,0.050781,0.076087
7636,0.099,0.088281,0.1086955
7637,0.1435,0.121875,0.1695655
7638,0.1435,0.1359375,0.1891305
7639,0.1435,0.1359375,0.204348
7640,0.1435,0.1359375,0.1891305
7641,0.1435,0.121875,0.1695655
7642,0.099,0.1109375,0.15
7643,0.099,0.100781,0.1326085
7644,0.099,0.088281,0.1086955
7645,0.099,0.074219,0.1086955
7646,0.058,0.061719,0.0913045
7647,0.058,0.050781,0.076087
7648,0.058,0.050781,0.0652175
7649,0.058,0.050781,0.0652175
7650,0.0305,0.039062,0.0652175
7651,0.058,0.050781,0.0652175
7652,0.058,0.061719,0.0913045
7653,0.058,0.074219,0.0913045
7654,0.099,0.088281,0.1086955
7655,0.099,0.100781,0.1326085
7656,0.1435,0.121875,0.1695655
7657,0.1435,0.1359375,0.1891305
7658,0.208,0.150781,0.204348
7659,0.208,0.163281,0.2217395
7660,0.208,0.163281,0.2456525
7661,0.208,0.175,0.2456525
7662,0.208,0.175,0.2456525
7663,0.208,0.163281,0.2217395
7664,0.208,0.150781,0.204348
7665,0.1435,0.1359375,0.1891305
7666,0.1435,0.121875,0.1695655
7667,0.099,0.100781,0.1326085
7668,0.099,0.088281,0.121739
7669,0.099,0.088281,0.121739
7670,0.099,0.088281,0.121739
7671,0.099,0.088281,0.121739
7672,0.099,0.088281,0.121739
7673,0.099,0.1109375,0.15
7674,0.1435,0.121875,0.1695655
7675,0.099,0.1109375,0.15
7676,0.099,0.100781,0.1326085
7677,0.099,0.074219,0.1086955
7678,0.058,0.074219,0.0913045
7679,0.058,0.061719,0.0913045
7680,0.058,0.061719,0.0913045
7681,0.058,0.074219,0.0913045
7682,0.058,0.074219,0.0913045
7683,0.099,0.074219,0.1086955
7684,0.099,0.074219,0.1086955
7685,0.099,0.074219,0.1086955
7686,0.058,0.061719,0.0913045
7687,0.058,0.050781,0.076087
7688,0.058,0.050781,0.0652175
7689,0.0305,0.039062,0.0652175
7690,0.0305,0.028125,0.058696
7691,0.0305,0.028125,0.058696
7692,0.0305,0.028125,0.058696
7693,0.0305,0.028125,0.058696
7694,0.0305,0.039062,0.0652175
7695,0.058,0.050781,0.0652175
7696,0.058,0.061719,0.0913045
7697,0.099,0.074219,0.1086955
7698,0.099,0.088281,0.121739
7699,0.099,0.1109375,0.15
7700,0.1435,0.121875,0.1695655
